Data_Referencia Codi_Districte Nom_Districte Codi_Barri    Nom_Barri   AEB       Valor        SEXE       EDAT_1
2020-01-01   1 Ciutat_Vella   1 el_Raval   2      16   2   76
2020-01-01   1 Ciutat_Vella   1 el_Raval   2      9    2   77
2020-01-01   1 Ciutat_Vella   1 el_Raval   2      6    2   78
2020-01-01   1 Ciutat_Vella   1 el_Raval   2      10   2   79
2020-01-01   1 Ciutat_Vella   1 el_Raval   2      7    2   80
2020-01-01   1 Ciutat_Vella   1 el_Raval   2      8    2   81
2020-01-01   1 Ciutat_Vella   1 el_Raval   2      7    2   82
2020-01-01   1 Ciutat_Vella   1 el_Raval   2      11   2   83
2020-01-01   1 Ciutat_Vella   1 el_Raval   2      7    2   84
2020-01-01   1 Ciutat_Vella   1 el_Raval   2      7    2   85
2020-01-01   1 Ciutat_Vella   1 el_Raval   2      8    2   86
2020-01-01   1 Ciutat_Vella   1 el_Raval   2      10   2   87
2020-01-01   1 Ciutat_Vella   1 el_Raval   2      5    2   88
2020-01-01   1 Ciutat_Vella   1 el_Raval   2 ..        2   89
2020-01-01   1 Ciutat_Vella   1 el_Raval   2 ..        2   90
2020-01-01   1 Ciutat_Vella   1 el_Raval   2      5    2   91
2020-01-01   1 Ciutat_Vella   1 el_Raval   2 ..        2   92
