codi                           codi_carrer        tipus_via   nom_carrer           numero_postal          codi_districte        nom_districte   codi_barri        nom_barri                    x_etrs89                 y_etrs89                   longitud                latitud                 espai_verd_codi        espai_verd_nom
5099-01-J001-PV001-0001652JO    58601   C      Can_Caralleu                    6   5   Sarria-Sant_Gervasi   23   Sarria                                  425.964.931   4.583.785.032   21.142.927   414.021.994   5099   Can_Sentmenat_Jardi
5099-01-J001-PV001-0001653JO    58601   C      Can_Caralleu                    6   5   Sarria-Sant_Gervasi   23   Sarria                                  425.969.179   4.583.784.475   21.143.436   414.021.948   5099   Can_Sentmenat_Jardi
5103-02-J001-PV001-0001648JO   101642   C      Doctor_Farreras_i_Valenti      15   5   Sarria-Sant_Gervasi   23   Sarria                                  426.341.127   4.583.213.787   21.188.623   413.970.890   5103   Can_Ponsic_c.
5103-02-J001-PV001-0001649JO   101642   C      Doctor_Farreras_i_Valenti      15   5   Sarria-Sant_Gervasi   23   Sarria                                  426.343.612   4.583.217.606   21.188.915   413.971.236   5103   Can_Ponsic_c.
5103-02-J001-PV001-0001650JO   101642   C      Doctor_Farreras_i_Valenti      15   5   Sarria-Sant_Gervasi   23   Sarria                                  426.344.266   4.583.214.708   21.188.997   413.970.976   5103   Can_Ponsic_c.
5113-03-J001-PV001-0001645JO   202297   Pg     Sole_i_Pla                     18   5   Sarria-Sant_Gervasi   22   Vallvidrera,_el_Tibidabo_i_les_Planes   423.892.585   4.586.573.779   20.891.526   414.271.226   5113   Vallvidrera_c._-_Les_Planes_c._(Mas_Guimbau__c.)
5113-03-J001-PV001-0001646JO   202297   Pg     Sole_i_Pla                     18   5   Sarria-Sant_Gervasi   22   Vallvidrera,_el_Tibidabo_i_les_Planes   423.887.133   4.586.575.423   20.890.872   414.271.369   5113   Vallvidrera_c._-_Les_Planes_c._(Mas_Guimbau__c.)
5113-03-J001-PV001-0001647JO   202297   Pg     Sole_i_Pla                     18   5   Sarria-Sant_Gervasi   22   Vallvidrera,_el_Tibidabo_i_les_Planes   423.886.927   4.586.572.554   20.890.851   414.271.110   5113   Vallvidrera_c._-_Les_Planes_c._(Mas_Guimbau__c.)
5121-04-J002-PV001-0001643JO   143904   Rda    General_Mitre                 261   5   Sarria-Sant_Gervasi   27   el_Putxet_i_el_Farro                    428.873.494   4.584.229.542   21.490.329   414.064.655   5121   Lesseps_Pl.-Dte._5
5121-04-J002-PV001-0001644JO   143904   Rda    General_Mitre                 261   5   Sarria-Sant_Gervasi   27   el_Putxet_i_el_Farro                    428.866.839   4.584.228.131   21.489.534   414.064.522   5121   Lesseps_Pl.-Dte._5
5126-01-J001-PV001-0004623JO    72908   C      Castellnou                     12   5   Sarria-Sant_Gervasi   24   les_Tres_Torres                         427.367.065   4.582.924.297   21.311.683   413.945.750   5126   Marti_Llaurador_Pl.
5126-01-J001-PV002-0004624JO    72908   C      Castellnou                     12   5   Sarria-Sant_Gervasi   24   les_Tres_Torres                         427.373.312   4.582.934.551   21.312.418   413.946.679   5126   Marti_Llaurador_Pl.
5126-01-J001-PV005-0004622JO    72908   C      Castellnou                     12   5   Sarria-Sant_Gervasi   24   les_Tres_Torres                         427.362.133   4.582.937.751   21.311.077   413.946.957   5126   Marti_Llaurador_Pl.
5126-01-J001-PV009-0004621JO    72908   C      Castellnou                     12   5   Sarria-Sant_Gervasi   24   les_Tres_Torres                         427.367.809   4.582.942.418   21.311.750   413.947.383   5126   Marti_Llaurador_Pl.
5126-01-J001-PV010-0004625JO    72908   C      Castellnou                     12   5   Sarria-Sant_Gervasi   24   les_Tres_Torres                         427.363.482   4.582.931.175   21.311.246   413.946.366   5126   Marti_Llaurador_Pl.
5126-01-J001-PV011-0004620JO    72908   C      Castellnou                     12   5   Sarria-Sant_Gervasi   24   les_Tres_Torres                         427.357.811   4.582.931.829   21.310.567   413.946.420   5126   Marti_Llaurador_Pl.
5127-01-J001-PV001-0002004JO    95007   C      Quatre_Camins                  43   5   Sarria-Sant_Gervasi   25   Sant_Gervasi_-_la_Bonanova              427.298.892   4.584.616.276   21.301.497   414.098.078   5127   Emili_Mira_Pl.
5127-01-J001-PV001-0002005JO    95007   C      Quatre_Camins                  43   5   Sarria-Sant_Gervasi   25   Sant_Gervasi_-_la_Bonanova              427.299.164   4.584.613.169   21.301.533   414.097.798   5127   Emili_Mira_Pl.
5129-02-J001-PV001-0001548JO   701727   Jard   Els_Setze_Jutges                0   5   Sarria-Sant_Gervasi   23   Sarria                                  426.695.976   4.583.645.537   21.230.543   414.010.100   5129   Els_Setze_Jutges_Jardins_
5129-02-J001-PV001-0001549JO   701727   Jard   Els_Setze_Jutges                0   5   Sarria-Sant_Gervasi   23   Sarria                                  426.697.836   4.583.647.829   21.230.763   414.010.308   5129   Els_Setze_Jutges_Jardins_
5129-02-J001-PV001-0001550JO   701727   Jard   Els_Setze_Jutges                0   5   Sarria-Sant_Gervasi   23   Sarria                                  426.698.445   4.583.645.199   21.230.839   414.010.072   5129   Els_Setze_Jutges_Jardins_
5136-02-J001-PV002-0003558JO   267838   Pl     Ventura_Gassol               1512   5   Sarria-Sant_Gervasi   27   el_Putxet_i_el_Farro                    428.773.852   4.584.273.544   21.478.357   414.068.530   5136   Ventura_Gassol_Pl
5136-02-J001-PV002-0003559JO   267838   Pl     Ventura_Gassol               1512   5   Sarria-Sant_Gervasi   27   el_Putxet_i_el_Farro                    428.772.265   4.584.271.933   21.478.169   414.068.383   5136   Ventura_Gassol_Pl
5136-02-J001-PV002-0003560JO   267838   Pl     Ventura_Gassol               1512   5   Sarria-Sant_Gervasi   27   el_Putxet_i_el_Farro                    428.771.009   4.584.275.300   21.478.015   414.068.685   5136   Ventura_Gassol_Pl
5136-02-J001-PV002-0003561JO   267838   Pl     Ventura_Gassol               1512   5   Sarria-Sant_Gervasi   27   el_Putxet_i_el_Farro                    428.775.642   4.584.275.530   21.478.569   414.068.710   5136   Ventura_Gassol_Pl
5137-01-J001-PV001-0004342JO   701185   Jard   La_Tamarita                     0   5   Sarria-Sant_Gervasi   25   Sant_Gervasi_-_la_Bonanova              427.737.259   4.584.755.161   21.353.775   414.110.982   5137   Tamarita_Jardins
5137-01-J001-PV001-0004343JO   701185   Jard   La_Tamarita                     0   5   Sarria-Sant_Gervasi   25   Sant_Gervasi_-_la_Bonanova              427.735.951   4.584.759.340   21.353.614   414.111.357   5137   Tamarita_Jardins
5137-01-J001-PV001-0004344JO   701185   Jard   La_Tamarita                     0   5   Sarria-Sant_Gervasi   25   Sant_Gervasi_-_la_Bonanova              427.732.271   4.584.755.364   21.353.178   414.110.996   5137   Tamarita_Jardins
5137-01-J002-PV001-0004352JO   701185   Jard   La_Tamarita                     0   5   Sarria-Sant_Gervasi   25   Sant_Gervasi_-_la_Bonanova              427.708.103   4.584.782.833   21.350.254   414.113.448   5137   Tamarita_Jardins
5157-01-J001-PV001-0001632JO   701194   Jard   Maria_Manent                    0   5   Sarria-Sant_Gervasi   27   el_Putxet_i_el_Farro                    428.191.873   4.584.670.845   21.408.264   414.103.795   5157   Maria_Manent_Jardins_
5157-01-J001-PV001-0001633JO   701194   Jard   Maria_Manent                    0   5   Sarria-Sant_Gervasi   27   el_Putxet_i_el_Farro                    428.192.193   4.584.675.695   21.408.296   414.104.232   5157   Maria_Manent_Jardins_
5157-01-J001-PV001-0001634JO   701194   Jard   Maria_Manent                    0   5   Sarria-Sant_Gervasi   27   el_Putxet_i_el_Farro                    428.189.934   4.584.673.319   21.408.029   414.104.016   5157   Maria_Manent_Jardins_
5157-01-J001-PV001-0001635JO   701194   Jard   Maria_Manent                    0   5   Sarria-Sant_Gervasi   27   el_Putxet_i_el_Farro                    428.187.164   4.584.671.519   21.407.700   414.103.852   5157   Maria_Manent_Jardins_
5158-01-J001-PV001-0001625JO   701633   Jard   Piscines_i_Esports              0   5   Sarria-Sant_Gervasi   26   Sant_Gervasi_-_Galvany                  427.912.924   4.582.767.426   21.377.158   413.932.112   5158   Piscines_i_Esports_Jardins
5158-01-J001-PV001-0001626JO   701633   Jard   Piscines_i_Esports              0   5   Sarria-Sant_Gervasi   26   Sant_Gervasi_-_Galvany                  427.910.354   4.582.771.720   21.376.846   413.932.497   5158   Piscines_i_Esports_Jardins
5158-01-J001-PV001-0001627JO   701633   Jard   Piscines_i_Esports              0   5   Sarria-Sant_Gervasi   26   Sant_Gervasi_-_Galvany                  427.903.769   4.582.772.660   21.376.057   413.932.576   5158   Piscines_i_Esports_Jardins
5158-01-J001-PV001-0001628JO   701633   Jard   Piscines_i_Esports              0   5   Sarria-Sant_Gervasi   26   Sant_Gervasi_-_Galvany                  427.906.448   4.582.767.268   21.376.384   413.932.092   5158   Piscines_i_Esports_Jardins
5158-01-J001-PV001-0001629JO   701633   Jard   Piscines_i_Esports              0   5   Sarria-Sant_Gervasi   26   Sant_Gervasi_-_Galvany                  427.912.536   4.582.776.025   21.377.101   413.932.887   5158   Piscines_i_Esports_Jardins
5158-01-J001-PV001-0001630JO   701633   Jard   Piscines_i_Esports              0   5   Sarria-Sant_Gervasi   26   Sant_Gervasi_-_Galvany                  427.913.809   4.582.771.504   21.377.259   413.932.480   5158   Piscines_i_Esports_Jardins
5158-01-J001-PV001-0001631JO   701633   Jard   Piscines_i_Esports              0   5   Sarria-Sant_Gervasi   26   Sant_Gervasi_-_Galvany                  427.906.155   4.582.778.753   21.376.335   413.933.127   5158   Piscines_i_Esports_Jardins
5162-01-J001-PV001-0001621JO    25602   C      Escull                          2   5   Sarria-Sant_Gervasi   23   Sarria                                  426.410.045   4.583.290.897   21.196.772   413.977.898   5162   Mendel_c.
5162-01-J001-PV001-0001623JO    25602   C      Escull                          2   5   Sarria-Sant_Gervasi   23   Sarria                                  426.407.908   4.583.286.944   21.196.521   413.977.540   5162   Mendel_c.
5162-01-J001-PV001-0001624JO    25602   C      Escull                          2   5   Sarria-Sant_Gervasi   23   Sarria                                  426.415.686   4.583.291.717   21.197.446   413.977.977   5162   Mendel_c.
5166-01-J001-PV001-0001618JO   305201   Pg     Sant_Joan_Bosco                 1   5   Sarria-Sant_Gervasi   23   Sarria                                  427.108.373   4.582.807.435   21.280.883   413.934.991   5166   Joan_Vinyoli_Jardins_
5166-01-J001-PV001-0001619JO   305201   Pg     Sant_Joan_Bosco                 1   5   Sarria-Sant_Gervasi   23   Sarria                                  427.101.707   4.582.805.537   21.280.088   413.934.814   5166   Joan_Vinyoli_Jardins_
5166-01-J001-PV001-0001620JO   305201   Pg     Sant_Joan_Bosco                 1   5   Sarria-Sant_Gervasi   23   Sarria                                  427.103.606   4.582.811.268   21.280.308   413.935.332   5166   Joan_Vinyoli_Jardins_
5176-01-J001-PV001-0003752JO   701440   Jard   Camp_de_Sarria                  0   5   Sarria-Sant_Gervasi   24   les_Tres_Torres                         427.543.115   4.582.780.513   21.332.912   413.932.959   5176   Camp_de_Sarria_Jardins_
5176-01-J001-PV001-0003753JO   701440   Jard   Camp_de_Sarria                  0   5   Sarria-Sant_Gervasi   24   les_Tres_Torres                         427.540.229   4.582.779.326   21.332.568   413.932.849   5176   Camp_de_Sarria_Jardins_
5176-01-J001-PV001-0003754JO   701440   Jard   Camp_de_Sarria                  0   5   Sarria-Sant_Gervasi   24   les_Tres_Torres                         427.543.211   4.582.783.374   21.332.920   413.933.217   5176   Camp_de_Sarria_Jardins_
5181-02-J001-PV001-0001615JO   700059   Ctra   Vallvidrera_a_les_Planes        3   5   Sarria-Sant_Gervasi   22   Vallvidrera,_el_Tibidabo_i_les_Planes   424.603.135   4.585.659.306   20.977.694   414.189.534   5181   Mina_Grott_Pl.
5183-01-J001-PV001-0001611JO   701387   Jard   Can_Senillosa                   0   5   Sarria-Sant_Gervasi   23   Sarria                                  426.767.034   4.582.954.940   21.239.879   413.947.966   5183   Can_Senillosa_Jardins_
5183-01-J001-PV001-0001612JO   701387   Jard   Can_Senillosa                   0   5   Sarria-Sant_Gervasi   23   Sarria                                  426.764.754   4.582.959.309   21.239.601   413.948.357   5183   Can_Senillosa_Jardins_
5183-01-J001-PV001-0001613JO   701387   Jard   Can_Senillosa                   0   5   Sarria-Sant_Gervasi   23   Sarria                                  426.758.862   4.582.958.822   21.238.896   413.948.308   5183   Can_Senillosa_Jardins_
5183-01-J001-PV001-0001614JO   701387   Jard   Can_Senillosa                   0   5   Sarria-Sant_Gervasi   23   Sarria                                  426.763.262   4.582.952.421   21.239.430   413.947.735   5183   Can_Senillosa_Jardins_
5183-01-J001-PV001-0004946JO   701387   Jard   Can_Senillosa                   0   5   Sarria-Sant_Gervasi   23   Sarria                                  426.763.631   4.582.952.643   21.239.474   413.947.756   5183   Can_Senillosa_Jardins_
5183-01-J001-PV001-0004947JO   701387   Jard   Can_Senillosa                   0   5   Sarria-Sant_Gervasi   23   Sarria                                  426.762.916   4.582.952.056   21.239.390   413.947.702   5183   Can_Senillosa_Jardins_
5184-01-J001-PV002-0001606JO   701759   Jard   Enric_Sagnier                   0   5   Sarria-Sant_Gervasi   26   Sant_Gervasi_-_Galvany                  428.482.515   4.583.715.654   21.444.164   414.018.024   5184   Enric_Sagnier_Jardins
5184-01-J001-PV002-0001607JO   701759   Jard   Enric_Sagnier                   0   5   Sarria-Sant_Gervasi   26   Sant_Gervasi_-_Galvany                  428.472.248   4.583.730.136   21.442.918   414.019.319   5184   Enric_Sagnier_Jardins
5184-01-J001-PV002-0001608JO   701759   Jard   Enric_Sagnier                   0   5   Sarria-Sant_Gervasi   26   Sant_Gervasi_-_Galvany                  428.469.804   4.583.733.991   21.442.621   414.019.664   5184   Enric_Sagnier_Jardins
5184-01-J001-PV002-0001609JO   701759   Jard   Enric_Sagnier                   0   5   Sarria-Sant_Gervasi   26   Sant_Gervasi_-_Galvany                  428.475.105   4.583.725.704   21.443.265   414.018.923   5184   Enric_Sagnier_Jardins
5184-01-J001-PV002-0001610JO   701759   Jard   Enric_Sagnier                   0   5   Sarria-Sant_Gervasi   26   Sant_Gervasi_-_Galvany                  428.478.430   4.583.721.227   21.443.668   414.018.522   5184   Enric_Sagnier_Jardins
5190-01-J001-PV001-0003279JO   232800   C      Bisbe_Sivilla                   2   5   Sarria-Sant_Gervasi   25   Sant_Gervasi_-_la_Bonanova              427.765.923   4.584.121.556   21.357.961   414.053.941   5190   Vil·la_Florida_Jardins_
5190-01-J001-PV001-0003281JO   232800   C      Bisbe_Sivilla                   2   5   Sarria-Sant_Gervasi   25   Sant_Gervasi_-_la_Bonanova              427.770.589   4.584.128.948   21.358.510   414.054.611   5190   Vil·la_Florida_Jardins_
5190-01-J001-PV001-0003282JO   232800   C      Bisbe_Sivilla                   2   5   Sarria-Sant_Gervasi   25   Sant_Gervasi_-_la_Bonanova              427.774.042   4.584.137.248   21.358.913   414.055.362   5190   Vil·la_Florida_Jardins_
5190-01-J001-PV001-0003283JO   232800   C      Bisbe_Sivilla                   2   5   Sarria-Sant_Gervasi   25   Sant_Gervasi_-_la_Bonanova              427.778.405   4.584.135.067   21.359.438   414.055.170   5190   Vil·la_Florida_Jardins_
5190-01-J002-PV001-0003278JO   232800   C      Bisbe_Sivilla                   2   5   Sarria-Sant_Gervasi   25   Sant_Gervasi_-_la_Bonanova              427.743.414   4.584.168.876   21.355.211   414.058.183   5190   Vil·la_Florida_Jardins_
5190-01-J002-PV001-0003280JO   232800   C      Bisbe_Sivilla                   2   5   Sarria-Sant_Gervasi   25   Sant_Gervasi_-_la_Bonanova              427.739.778   4.584.164.574   21.354.782   414.057.792   5190   Vil·la_Florida_Jardins_
5217-01-J001-PV001-0001596JO   216258   Rier   Monges                          0   5   Sarria-Sant_Gervasi   23   Sarria                                  426.180.901   4.583.854.381   21.168.677   414.028.438   5217   Joan_Reventos_Parc_
5217-01-J001-PV001-0001597JO   216258   Rier   Monges                          0   5   Sarria-Sant_Gervasi   23   Sarria                                  426.173.823   4.583.857.040   21.167.827   414.028.671   5217   Joan_Reventos_Parc_
5217-01-J001-PV001-0001598JO   216258   Rier   Monges                          0   5   Sarria-Sant_Gervasi   23   Sarria                                  426.173.774   4.583.861.301   21.167.816   414.029.055   5217   Joan_Reventos_Parc_
5217-01-J001-PV001-0001599JO   216258   Rier   Monges                          0   5   Sarria-Sant_Gervasi   23   Sarria                                  426.186.387   4.583.861.592   21.169.324   414.029.093   5217   Joan_Reventos_Parc_
5217-01-J001-PV001-0001600JO   216258   Rier   Monges                          0   5   Sarria-Sant_Gervasi   23   Sarria                                  426.177.169   4.583.852.596   21.168.232   414.028.274   5217   Joan_Reventos_Parc_
5217-01-J001-PV001-0003387JO   216258   Rier   Monges                          0   5   Sarria-Sant_Gervasi   23   Sarria                                  426.180.019   4.583.861.963   21.168.562   414.029.120   5217   Joan_Reventos_Parc_
5229-02-J001-PV001-0003183JO    87508   C      Comte_de_Sert                 492   5   Sarria-Sant_Gervasi   25   Sant_Gervasi_-_la_Bonanova              427.736.574   4.585.271.897   21.353.076   414.157.521   5229   Torrent_dels_Maduixers_Parc_(Maria_Carbonell_i_Mumbru_c.)
5229-02-J001-PV001-0003184JO    87508   C      Comte_de_Sert                 492   5   Sarria-Sant_Gervasi   25   Sant_Gervasi_-_la_Bonanova              427.731.640   4.585.264.055   21.352.495   414.156.811   5229   Torrent_dels_Maduixers_Parc_(Maria_Carbonell_i_Mumbru_c.)
5229-02-J001-PV001-0003185JO    87508   C      Comte_de_Sert                 492   5   Sarria-Sant_Gervasi   25   Sant_Gervasi_-_la_Bonanova              427.726.968   4.585.266.277   21.351.933   414.157.006   5229   Torrent_dels_Maduixers_Parc_(Maria_Carbonell_i_Mumbru_c.)
5229-02-J001-PV001-0003186JO    87508   C      Comte_de_Sert                 492   5   Sarria-Sant_Gervasi   25   Sant_Gervasi_-_la_Bonanova              427.722.251   4.585.256.311   21.351.381   414.156.105   5229   Torrent_dels_Maduixers_Parc_(Maria_Carbonell_i_Mumbru_c.)
5229-02-J001-PV001-0003187JO    87508   C      Comte_de_Sert                 492   5   Sarria-Sant_Gervasi   25   Sant_Gervasi_-_la_Bonanova              427.729.156   4.585.260.790   21.352.202   414.156.514   5229   Torrent_dels_Maduixers_Parc_(Maria_Carbonell_i_Mumbru_c.)
5239-01-J001-PV001-0002925JO   701789   Jard   Elvira_Farreras_Valenti         0   5   Sarria-Sant_Gervasi   27   el_Putxet_i_el_Farro                    428.340.969   4.584.335.707   21.426.498   414.073.744   5239   Elvira_Farreras_Valenti_Jardins_(abans_part_del_5087)
5239-01-J001-PV001-0002926JO   701789   Jard   Elvira_Farreras_Valenti         0   5   Sarria-Sant_Gervasi   27   el_Putxet_i_el_Farro                    428.344.995   4.584.337.664   21.426.977   414.073.924   5239   Elvira_Farreras_Valenti_Jardins_(abans_part_del_5087)
5239-01-J001-PV001-0002927JO   701789   Jard   Elvira_Farreras_Valenti         0   5   Sarria-Sant_Gervasi   27   el_Putxet_i_el_Farro                    428.337.978   4.584.342.792   21.426.131   414.074.379   5239   Elvira_Farreras_Valenti_Jardins_(abans_part_del_5087)
6000-01-J001-PV001-0003339JO   138405   Pl     Gal·la_Placidia                34   6   Gracia                31   la_Vila_de_Gracia                       429.197.456   4.583.398.839   21.530.055   413.990.123   6000   Gal.la_Placidia_Pl.
6000-01-J001-PV001-0003340JO   138405   Pl     Gal·la_Placidia                34   6   Gracia                31   la_Vila_de_Gracia                       429.211.513   4.583.383.448   21.531.755   413.988.749   6000   Gal.la_Placidia_Pl.
6000-01-J001-PV001-0003341JO   138405   Pl     Gal·la_Placidia                34   6   Gracia                31   la_Vila_de_Gracia                       429.210.069   4.583.385.115   21.531.580   413.988.898   6000   Gal.la_Placidia_Pl.
6000-01-J001-PV001-0003342JO   138405   Pl     Gal·la_Placidia                34   6   Gracia                31   la_Vila_de_Gracia                       429.201.790   4.583.396.395   21.530.577   413.989.906   6000   Gal.la_Placidia_Pl.
6000-01-J001-PV001-0003343JO   138405   Pl     Gal·la_Placidia                34   6   Gracia                31   la_Vila_de_Gracia                       429.211.011   4.583.389.923   21.531.687   413.989.331   6000   Gal.la_Placidia_Pl.
6000-01-J001-PV001-0003344JO   138405   Pl     Gal·la_Placidia                34   6   Gracia                31   la_Vila_de_Gracia                       429.214.740   4.583.384.491   21.532.140   413.988.846   6000   Gal.la_Placidia_Pl.
6000-01-J001-PV001-0003345JO   138405   Pl     Gal·la_Placidia                34   6   Gracia                31   la_Vila_de_Gracia                       429.216.388   4.583.388.164   21.532.332   413.989.178   6000   Gal.la_Placidia_Pl.
6002-03-J001-PV004-0004453JO   167505   Pl     Joanic                       9999   6   Gracia                31   la_Vila_de_Gracia                       429.978.253   4.584.108.214   21.622.630   414.054.697   6002   Joanic_Pl.
6002-03-J001-PV004-0004454JO   167505   Pl     Joanic                       9999   6   Gracia                31   la_Vila_de_Gracia                       429.984.098   4.584.106.517   21.623.331   414.054.549   6002   Joanic_Pl.
6002-03-J001-PV004-0004456JO   167505   Pl     Joanic                       9999   6   Gracia                31   la_Vila_de_Gracia                       429.977.901   4.584.111.079   21.622.585   414.054.955   6002   Joanic_Pl.
6002-03-J001-PV004-0004457JO   167505   Pl     Joanic                       9999   6   Gracia                31   la_Vila_de_Gracia                       429.981.377   4.584.107.650   21.623.005   414.054.649   6002   Joanic_Pl.
6002-03-J001-PV004-0004460JO   167505   Pl     Joanic                       9999   6   Gracia                31   la_Vila_de_Gracia                       429.984.928   4.584.112.438   21.623.424   414.055.083   6002   Joanic_Pl.
6002-03-J001-PV005-0004458JO   167505   Pl     Joanic                       9999   6   Gracia                31   la_Vila_de_Gracia                       429.988.258   4.584.118.172   21.623.816   414.055.603   6002   Joanic_Pl.
6002-03-J001-PV005-0004459JO   167505   Pl     Joanic                       9999   6   Gracia                31   la_Vila_de_Gracia                       429.990.997   4.584.114.580   21.624.147   414.055.282   6002   Joanic_Pl.
6002-03-J001-PV008-0004455JO   167505   Pl     Joanic                       9999   6   Gracia                31   la_Vila_de_Gracia                       429.973.874   4.584.106.004   21.622.109   414.054.494   6002   Joanic_Pl.
6003-01-J001-PV001-0001762JO   305100   Pg     Sant_Joan                     160   6   Gracia                32   el_Camp_d'en_Grassot_i_Gracia_Nova      430.266.627   4.583.763.565   21.657.525   414.023.907   6003   Sant_Joan_Pg._(_Corsega_c._-_Industria_c._)
6003-01-J001-PV001-0001764JO   305100   Pg     Sant_Joan                     160   6   Gracia                32   el_Camp_d'en_Grassot_i_Gracia_Nova      430.279.020   4.583.747.750   21.659.025   414.022.493   6003   Sant_Joan_Pg._(_Corsega_c._-_Industria_c._)
6003-01-J001-PV001-0001765JO   305100   Pg     Sant_Joan                     160   6   Gracia                32   el_Camp_d'en_Grassot_i_Gracia_Nova      430.270.379   4.583.755.942   21.657.982   414.023.223   6003   Sant_Joan_Pg._(_Corsega_c._-_Industria_c._)
6003-01-J001-PV001-0001766JO   305100   Pg     Sant_Joan                     160   6   Gracia                32   el_Camp_d'en_Grassot_i_Gracia_Nova      430.277.959   4.583.751.707   21.658.894   414.022.848   6003   Sant_Joan_Pg._(_Corsega_c._-_Industria_c._)
6003-01-J001-PV001-0001767JO   305100   Pg     Sant_Joan                     160   6   Gracia                32   el_Camp_d'en_Grassot_i_Gracia_Nova      430.276.050   4.583.753.652   21.658.663   414.023.022   6003   Sant_Joan_Pg._(_Corsega_c._-_Industria_c._)
6003-01-J001-PV001-0001768JO   305100   Pg     Sant_Joan                     160   6   Gracia                32   el_Camp_d'en_Grassot_i_Gracia_Nova      430.263.028   4.583.760.308   21.657.098   414.023.610   6003   Sant_Joan_Pg._(_Corsega_c._-_Industria_c._)
6007-02-J001-PV003-0001759JO   123408   Pl     Lesseps                     40922   6   Gracia                28   Vallcarca_i_els_Penitents               428.917.552   4.584.350.081   21.495.458   414.075.550   6007   Lesseps_Pl.
6007-02-J001-PV003-0001760JO   123408   Pl     Lesseps                     40922   6   Gracia                28   Vallcarca_i_els_Penitents               428.916.662   4.584.354.559   21.495.346   414.075.953   6007   Lesseps_Pl.
6007-02-J001-PV004-0001756JO   123408   Pl     Lesseps                     40922   6   Gracia                28   Vallcarca_i_els_Penitents               428.915.973   4.584.360.648   21.495.256   414.076.501   6007   Lesseps_Pl.
6007-02-J001-PV004-0001757JO   123408   Pl     Lesseps                     40922   6   Gracia                28   Vallcarca_i_els_Penitents               428.915.584   4.584.363.149   21.495.207   414.076.726   6007   Lesseps_Pl.
6007-02-J001-PV004-0001758JO   123408   Pl     Lesseps                     40922   6   Gracia                28   Vallcarca_i_els_Penitents               428.915.182   4.584.365.607   21.495.156   414.076.947   6007   Lesseps_Pl.
6007-02-J001-PV004-0001761JO   123408   Pl     Lesseps                     40922   6   Gracia                28   Vallcarca_i_els_Penitents               428.913.658   4.584.367.738   21.494.971   414.077.137   6007   Lesseps_Pl.
6007-02-J002-PV001-0003536JO   123408   Pl     Lesseps                     40922   6   Gracia                31   la_Vila_de_Gracia                       429.022.645   4.584.313.912   21.508.072   414.072.386   6007   Lesseps_Pl.
6007-02-J002-PV001-0003537JO   123408   Pl     Lesseps                     40922   6   Gracia                31   la_Vila_de_Gracia                       429.017.775   4.584.317.954   21.507.485   414.072.745   6007   Lesseps_Pl.
6007-02-J002-PV001-0003538JO   123408   Pl     Lesseps                     40922   6   Gracia                31   la_Vila_de_Gracia                       429.015.558   4.584.303.665   21.507.237   414.071.456   6007   Lesseps_Pl.
6007-02-J002-PV001-0004824JO   123408   Pl     Lesseps                     40922   6   Gracia                31   la_Vila_de_Gracia                       429.014.793   4.584.302.020   21.507.147   414.071.308   6007   Lesseps_Pl.
6007-02-J002-PV001-0004825JO   123408   Pl     Lesseps                     40922   6   Gracia                31   la_Vila_de_Gracia                       429.016.924   4.584.303.001   21.507.401   414.071.398   6007   Lesseps_Pl.
6007-02-J002-PV001-0004895JO   123408   Pl     Lesseps                     40922   6   Gracia                31   la_Vila_de_Gracia                       429.013.770   4.584.302.532   21.507.024   414.071.353   6007   Lesseps_Pl.
6007-02-J002-PV001-0004896JO   123408   Pl     Lesseps                     40922   6   Gracia                31   la_Vila_de_Gracia                       429.017.095   4.584.304.706   21.507.419   414.071.552   6007   Lesseps_Pl.
6007-02-J002-PV001-0004897JO   123408   Pl     Lesseps                     40922   6   Gracia                31   la_Vila_de_Gracia                       429.018.522   4.584.307.147   21.507.587   414.071.773   6007   Lesseps_Pl.
6009-01-J001-PV002-0001751JO   229001   Pl     Nord                         9999   6   Gracia                31   la_Vila_de_Gracia                       429.423.421   4.584.283.076   21.556.053   414.069.961   6009   Nord_Pl._
6009-01-J001-PV002-0001752JO   229001   Pl     Nord                         9999   6   Gracia                31   la_Vila_de_Gracia                       429.423.603   4.584.279.994   21.556.079   414.069.684   6009   Nord_Pl._
6009-01-J001-PV002-0001753JO   229001   Pl     Nord                         9999   6   Gracia                31   la_Vila_de_Gracia                       429.417.389   4.584.277.292   21.555.338   414.069.435   6009   Nord_Pl._
6009-01-J001-PV002-0001754JO   229001   Pl     Nord                         9999   6   Gracia                31   la_Vila_de_Gracia                       429.412.181   4.584.273.759   21.554.720   414.069.112   6009   Nord_Pl._
6009-01-J001-PV002-0001755JO   229001   Pl     Nord                         9999   6   Gracia                31   la_Vila_de_Gracia                       429.420.549   4.584.280.743   21.555.712   414.069.748   6009   Nord_Pl._
6009-01-J001-PV002-0004900JO   229001   Pl     Nord                          9999   6   Gracia           31   la_Vila_de_Gracia                    429.416.993   4.584.277.605   21.555.291   414.069.463   6009   Nord_Pl._
6009-01-J001-PV002-0004901JO   229001   Pl     Nord                          9999   6   Gracia           31   la_Vila_de_Gracia                    429.417.662   4.584.276.911   21.555.372   414.069.401   6009   Nord_Pl._
6010-01-J001-PV001-0001745JO   701299   Jard   Mestre_Balcells                  0   6   Gracia           31   la_Vila_de_Gracia                    429.299.799   4.584.386.612   21.541.144   414.079.178   6010   Mestre_Balcells_Jardins_
